ID,Year_Birth,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Total_Purchases,Total_Spend,Total_Conversions,Conversion_Rate,CPA,ROI,Max_Leads_Source,Education_2n Cycle,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Alone,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Marital_Status_YOLO
8594,1958,50520.0,0,1,2014-01-28,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,3,11,0,7,135,0,0.0,0.0,266.66666666666663,NumWebPurchases,False,False,False,False,True,False,False,False,False,False,True,False
2815,1975,33183.0,1,0,2014-02-24,46,7,5,39,17,15,37,2,4,0,3,7,0,0,0,0,0,0,3,11,0,7,120,0,0.0,0.0,266.66666666666663,NumWebPurchases,False,False,True,False,False,False,False,True,False,False,False,False
2416,1969,66582.0,0,0,2014-03-03,83,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,3,11,0,19,1288,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,False,False,True,False,False,False,True,False,False,False
9213,1970,31880.0,1,0,2012-10-31,13,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,3,11,0,3,15,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,False,False,False,False,True,False
9697,1951,53790.0,0,2,2014-03-06,86,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,3,11,0,17,542,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,False,True,False,False,False,False
3916,1971,49269.0,1,0,2012-08-15,92,639,8,166,11,8,58,3,7,3,12,7,0,0,0,0,0,0,3,11,0,22,890,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,False,False,True,False,False,False,False,True,False,False
6619,1978,38415.0,1,1,2013-01-02,91,22,1,13,4,0,4,2,1,0,3,7,0,0,0,0,0,0,3,11,0,4,44,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,False,True,False,False,False,False
9081,1988,20518.0,1,0,2014-05-18,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,3,11,0,4,25,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,False,False,True,False,False,False
178,1956,62503.0,0,1,2013-02-18,40,478,0,193,110,75,117,4,8,3,11,5,0,0,0,0,0,0,3,11,0,22,973,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,False,True,False,False,False,False
916,1972,41644.0,1,1,2014-05-09,67,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,3,11,0,4,31,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,False,False,True,False,False,False,True,False,False,False
5512,1977,55842.0,0,1,2014-05-23,19,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,3,11,0,16,518,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,False,True,False,False,False,True,False,False,False,False
8970,1972,62010.0,0,1,2012-10-23,93,371,22,39,6,0,92,4,6,2,7,5,0,0,0,0,0,0,3,11,0,15,530,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,False,False,True,False,False,True,False,False,False,False
5300,1973,38961.0,1,0,2013-12-30,60,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,3,11,0,5,70,0,0.0,0.0,266.66666666666663,NumWebPurchases,False,False,False,True,False,False,False,True,False,False,False,False
5154,1972,37760.0,1,0,2013-08-11,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,3,11,0,5,54,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,False,True,False,False,True,False,False,False,False,False
1676,1975,43057.0,0,1,2013-10-30,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,3,11,0,11,266,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,False,True,False,False,False,False
9286,1960,83151.0,0,0,2012-10-10,93,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,3,11,0,18,747,0,0.0,0.0,266.66666666666663,NumCatalogPurchases,False,False,False,True,False,False,False,False,False,True,False,False
5172,1976,65104.0,0,1,2013-11-14,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,3,11,0,15,1053,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,False,True,False,False,False,False,False,True,False,False
5562,1974,60093.0,0,1,2013-06-26,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,3,11,0,19,735,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,False,True,False,False,False,False
3436,1969,14045.0,1,0,2014-01-26,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,4,20,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,False,True,False,False,False,False
3921,1952,28457.0,0,0,2012-10-28,96,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,3,11,0,9,205,0,0.0,0.0,266.66666666666663,NumWebPurchases,True,False,False,False,False,False,False,False,False,False,True,False
22,1976,46310.0,1,0,2012-12-03,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,3,11,0,12,309,0,0.0,0.0,266.66666666666663,NumWebPurchases,False,False,True,False,False,False,True,False,False,False,False,False
3136,1962,59432.0,0,1,2013-04-13,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,3,11,0,19,663,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,False,True,False,False,True,False,False,False,False,False
8737,1978,55563.0,0,1,2014-04-05,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,3,11,0,5,43,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,True,False,False,False,False,False
716,1949,67911.0,0,1,2014-05-22,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,3,11,0,24,976,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,False,False,True,False,False,False,False,True,False,False
466,1944,65275.0,0,0,2013-04-03,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,3,11,0,20,746,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,False,True,False,False,False,False
9135,1950,27203.0,1,1,2012-08-06,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,3,11,0,4,64,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,False,False,False,True,False,False
10623,1961,48330.0,0,1,2013-11-15,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,3,11,0,4,32,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,False,True,False,False,False,False,False,True,False,False
8151,1990,24279.0,0,0,2012-12-29,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,3,11,0,8,263,0,0.0,0.0,266.66666666666663,NumWebPurchases,False,True,False,False,False,False,False,True,False,False,False,False
10160,1956,50943.0,0,1,2013-06-21,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,3,11,0,4,46,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,False,True,False,False,False,False,False,True,False,False
4945,1953,53653.0,0,0,2012-11-07,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,3,11,0,26,1210,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,False,False,False,False,True,False
3386,1992,34935.0,0,0,2013-06-21,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,3,11,0,7,137,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,False,True,False,False,False,False
182,1946,44124.0,0,1,2013-05-11,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,3,11,0,13,397,0,0.0,0.0,266.66666666666663,NumWebPurchases,False,False,False,False,True,False,False,False,False,True,False,False
11025,1961,36443.0,1,1,2013-02-03,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,3,11,0,7,138,0,0.0,0.0,266.66666666666663,NumWebPurchases,False,False,True,False,False,False,False,True,False,False,False,False
10203,1990,26095.0,1,0,2013-06-30,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,3,11,0,4,42,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,False,False,True,False,False,False
4607,1959,71367.0,0,0,2013-08-23,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,3,11,0,16,777,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,False,False,False,True,False,False
3696,1965,30630.0,1,1,2014-01-27,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,3,11,0,5,52,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,True,False,False,False,False,False
9214,1991,42691.0,0,0,2013-08-16,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,3,11,0,12,358,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,False,True,False,False,False,False
2258,1986,32880.0,1,0,2012-12-04,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,4,42,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,False,True,False,False,False,False
4322,1958,77863.0,0,0,2013-11-27,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,3,11,0,19,1291,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,False,False,True,False,False,False,False,True,False,False
713,1977,50353.0,0,0,2014-06-08,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,3,11,0,14,442,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,False,True,False,False,False,True,False,False,False,False
3281,1960,49154.0,1,1,2013-11-03,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,3,11,0,13,411,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,False,False,True,False,False,True,False,False,False,False
702,1975,47682.0,0,1,2013-02-15,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,3,11,0,15,521,0,0.0,0.0,266.66666666666663,NumStorePurchases,True,False,False,False,False,False,False,False,False,False,True,False
4437,1962,65316.0,1,1,2013-04-24,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,3,11,0,10,260,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,False,True,False,False,False,False
8724,1982,28567.0,1,0,2013-06-17,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,5,46,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,False,False,True,False,False,False
10741,1951,47352.0,0,1,2013-04-11,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,3,11,0,12,319,0,0.0,0.0,266.66666666666663,NumWebPurchases,False,False,False,True,False,False,False,False,False,True,False,False
1991,1967,44931.0,0,1,2014-01-18,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,3,11,0,6,96,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,False,False,False,True,False,False
11096,1952,57247.0,0,1,2013-08-08,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,3,11,0,10,232,0,0.0,0.0,266.66666666666663,NumStorePurchases,True,False,False,False,False,False,False,False,False,True,False,False
304,1981,22944.0,1,0,2013-12-23,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,3,11,0,6,76,0,0.0,0.0,266.66666666666663,NumWebPurchases,False,False,False,True,False,False,False,False,True,False,False,False
3665,1977,25315.0,1,0,2013-11-07,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,3,11,0,6,54,0,0.0,0.0,266.66666666666663,NumWebPurchases,True,False,False,False,False,False,False,False,False,True,False,False
10591,1969,43638.0,0,1,2012-08-06,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,3,11,0,9,201,0,0.0,0.0,266.66666666666663,NumWebPurchases,False,False,True,False,False,False,False,False,False,False,True,False
5036,1984,42710.0,1,0,2012-11-28,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,3,11,0,12,406,0,0.0,0.0,266.66666666666663,NumCatalogPurchases,False,False,False,False,True,False,False,False,True,False,False,False
8541,1990,24683.0,1,0,2014-03-08,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,3,11,0,6,41,0,0.0,0.0,266.66666666666663,NumStorePurchases,True,False,False,False,False,False,False,True,False,False,False,False
4368,1980,47850.0,1,0,2013-12-03,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,3,11,0,7,134,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,False,True,False,False,False,False
2256,1973,27159.0,1,1,2014-03-29,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,3,11,0,4,21,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,False,True,False,False,False,True,False,False,False,False
4279,1963,39548.0,1,1,2014-03-31,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,3,11,0,5,54,0,0.0,0.0,266.66666666666663,NumStorePurchases,True,False,False,False,False,False,False,False,True,False,False,False
9240,1971,60504.0,0,1,2014-02-07,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,3,11,0,16,526,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,False,False,True,False,False,False,True,False,False,False
9460,1963,22419.0,0,0,2013-04-18,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,3,11,0,7,162,0,0.0,0.0,266.66666666666663,NumWebPurchases,False,False,True,False,False,False,False,True,False,False,False,False
8692,1952,43462.0,1,1,2012-09-12,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,3,11,0,10,240,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,False,False,False,True,False,False
8420,1970,15315.0,0,0,2013-08-03,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,3,11,0,6,64,0,0.0,0.0,266.66666666666663,NumStorePurchases,True,False,False,False,False,False,False,True,False,False,False,False
7685,1978,33039.0,1,0,2013-09-09,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,3,11,0,6,78,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,False,True,False,False,False,False
10232,1963,48799.0,0,1,2013-11-05,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,3,11,0,12,331,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,False,False,True,False,True,False,False,False,False,False
4184,1950,52157.0,0,1,2014-06-07,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,3,11,0,10,265,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,False,False,True,False,False,False,False,True,False,False
9120,1962,66565.0,0,1,2012-12-05,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,3,11,0,15,1065,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,False,False,True,False,False,False
891,1951,29298.0,1,1,2013-09-07,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,3,11,0,3,11,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,False,True,False,False,False,False,False,True,False,False
10381,1979,47691.0,0,1,2013-07-05,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,3,21,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,False,False,True,False,False,False
3525,1970,38200.0,1,1,2012-12-07,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,3,17,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,False,False,False,True,False,False
6818,1974,44989.0,0,1,2012-09-12,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,3,11,0,11,369,0,0.0,0.0,266.66666666666663,NumWebPurchases,False,False,True,False,False,False,False,True,False,False,False,False
3526,1968,38443.0,1,1,2014-01-27,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,3,11,0,4,38,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,False,False,True,False,False,True,False,False,False,False
8181,1978,38593.0,1,0,2013-09-13,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,3,11,0,8,177,0,0.0,0.0,266.66666666666663,NumWebPurchases,True,False,False,False,False,False,False,False,True,False,False,False
1029,1970,64413.0,0,1,2013-08-01,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,3,11,0,11,279,0,0.0,0.0,266.66666666666663,NumWebPurchases,False,False,False,False,True,False,False,False,False,True,False,False
7369,1981,36959.0,1,0,2013-10-02,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,3,11,0,5,62,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,False,True,False,False,False,True,False,False,False,False
8159,1968,51287.0,1,1,2014-04-01,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,3,11,0,8,182,0,0.0,0.0,266.66666666666663,NumWebPurchases,False,False,True,False,False,False,False,True,False,False,False,False
1160,1970,13260.0,1,1,2013-08-23,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,3,11,0,6,49,0,0.0,0.0,266.66666666666663,NumWebPurchases,False,False,True,False,False,False,False,True,False,False,False,False
10242,1966,47472.0,1,1,2013-09-16,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,3,11,0,6,75,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,False,False,True,False,False,False,False,True,False,False
5253,1956,54603.0,1,1,2013-07-09,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,3,11,0,10,227,0,0.0,0.0,266.66666666666663,NumWebPurchases,False,False,False,True,False,False,False,False,False,True,False,False
5081,1967,47821.0,1,1,2013-10-20,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,3,11,0,4,47,0,0.0,0.0,266.66666666666663,NumStorePurchases,True,False,False,False,False,False,False,False,False,True,False,False
5123,1951,27450.0,0,0,2013-04-15,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,3,11,0,6,143,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,False,True,False,False,False,True,False,False,False,False
5756,1983,39453.0,1,0,2014-04-03,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,3,11,0,5,55,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,False,False,False,True,False,False
8036,1971,26850.0,1,1,2014-04-18,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,3,11,0,7,63,0,0.0,0.0,266.66666666666663,NumStorePurchases,True,False,False,False,False,False,False,False,False,True,False,False
5057,1961,61794.0,0,1,2013-09-14,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,3,11,0,18,611,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,False,True,False,False,False,True,False,False,False,False
4179,1959,24221.0,0,0,2013-08-20,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,3,11,0,5,55,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,False,False,False,True,False,False
6424,1977,33178.0,1,0,2014-01-30,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,3,11,0,4,49,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,False,False,False,True,False,False
3075,1972,59973.0,0,0,2013-09-11,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,3,11,0,14,382,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,False,False,True,False,False,True,False,False,False,False
5252,1969,23910.0,1,0,2012-10-26,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,3,11,0,5,67,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,True,False,False,False,False,False
7444,1969,42169.0,1,1,2013-10-19,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,3,11,0,4,30,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,False,True,False,False,False,True,False,False,False,False
6919,1978,26224.0,1,0,2013-06-04,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,3,11,0,6,63,0,0.0,0.0,266.66666666666663,NumStorePurchases,True,False,False,False,False,False,False,True,False,False,False,False
3537,1981,31089.0,1,0,2012-08-17,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,3,11,0,7,79,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,False,False,False,True,False,False
10277,1961,30081.0,0,1,2013-02-21,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,3,11,0,4,42,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,False,False,True,False,False,False
2453,1960,62807.0,0,1,2012-08-31,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,3,11,0,20,819,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,False,False,False,True,False,False
7972,1955,72906.0,0,0,2013-09-17,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,3,11,0,16,1151,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,False,False,True,False,False,False
895,1948,61467.0,0,2,2012-12-09,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,3,11,0,17,594,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,False,False,True,False,False,True,False,False,False,False
1177,1966,49618.0,1,1,2013-01-26,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,3,11,0,7,129,0,0.0,0.0,266.66666666666663,NumWebPurchases,False,False,False,True,False,False,False,False,False,True,False,False
7232,1973,42429.0,0,1,2014-02-11,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,3,11,0,5,67,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,False,False,False,False,True,False
8477,1956,26150.0,2,1,2013-03-11,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,4,28,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,True,False,False,False,False,False
2457,1975,30801.0,0,1,2012-10-26,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,3,11,0,4,45,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,True,False,False,False,False,False,True,False,False,False,False
7930,1969,26877.0,0,0,2013-08-19,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,3,11,0,10,268,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,False,True,False,False,False,False,True,False,False,False
4587,1944,45006.0,0,0,2013-07-18,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,3,11,0,11,266,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,False,True,False,False,False,False,False,False,True,False
6682,1973,18978.0,1,0,2012-12-11,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,3,11,0,4,37,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,True,False,False,False,False,False,True,False,False,False,False
6222,1967,22574.0,2,1,2013-10-28,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0,5,37,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,False,True,False,False,False,False
3083,1974,45837.0,1,1,2013-07-26,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,3,11,0,13,373,0,0.0,0.0,266.66666666666663,NumWebPurchases,False,False,True,False,False,False,False,True,False,False,False,False
8953,1965,35791.0,2,1,2013-05-06,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,3,11,0,4,35,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,False,True,False,False,False,False,True,False,False,False
8650,1978,54162.0,1,1,2013-03-18,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,3,11,0,4,42,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,False,False,False,False,True,False
10862,1960,30522.0,0,1,2012-08-17,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,3,11,0,12,326,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,False,True,False,False,False,True,False,False,False,False
2782,1961,54456.0,0,1,2013-07-11,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,3,11,0,14,404,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,False,False,True,False,False,True,False,False,False,False
6941,1971,31632.0,0,0,2013-07-14,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,3,11,0,5,95,0,0.0,0.0,266.66666666666663,NumWebPurchases,False,False,True,False,False,False,False,False,True,False,False,False
10708,1978,36975.0,1,0,2013-12-28,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,3,11,0,4,33,0,0.0,0.0,266.66666666666663,NumStorePurchases,True,False,False,False,False,False,False,False,True,False,False,False
3641,1976,13624.0,1,0,2013-01-20,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,5,36,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,False,True,False,False,False,False
3469,1977,34487.0,1,1,2012-09-06,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,3,11,0,6,103,0,0.0,0.0,266.66666666666663,NumWebPurchases,False,False,False,False,True,False,True,False,False,False,False,False
5063,1977,28769.0,1,0,2012-12-18,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,3,11,0,9,191,0,0.0,0.0,266.66666666666663,NumWebPurchases,False,False,True,False,False,False,False,False,True,False,False,False
9624,1958,65488.0,0,0,2014-06-13,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,3,11,0,13,963,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,False,False,True,False,False,False,False,True,False,False
8461,1962,46102.0,2,1,2014-03-10,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,3,16,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,True,False,False,False,False,False
3376,1970,55282.0,1,0,2013-12-13,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,3,11,0,10,235,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,False,True,False,False,True,False,False,False,False,False
4679,1977,78710.0,0,1,2014-05-23,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,3,11,0,25,1092,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,False,True,False,False,False,True,False,False,False,False
6728,1985,29103.0,1,0,2012-08-27,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,3,11,0,4,48,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,False,False,False,True,False,False
